Datum,Rohertrag_daily
2015-11-16,30019.3127945205
2015-11-17,30019.3127945205
2015-11-18,30019.3127945205
2015-11-19,30019.3127945205
2015-11-20,30019.3127945205
2015-11-21,30019.3127945205
2015-11-22,30019.3127945205
2015-11-23,30019.3127945205
2015-11-24,30019.3127945205
2015-11-25,30019.3127945205
2015-11-26,30019.3127945205
2015-11-27,30019.3127945205
2015-11-28,30019.3127945205
2015-11-29,30019.3127945205
2015-11-30,30019.3127945205
2015-12-01,30019.3127945205
2015-12-02,30019.3127945205
2015-12-03,30019.3127945205
2015-12-04,30019.3127945205
2015-12-05,30019.3127945205
2015-12-06,30019.3127945205
2015-12-07,30019.3127945205
2015-12-08,30019.3127945205
2015-12-09,30019.3127945205
2015-12-10,30019.3127945205
2015-12-11,30019.3127945205
2015-12-12,30019.3127945205
2015-12-13,30019.3127945205
2015-12-14,30019.3127945205
2015-12-15,30019.3127945205
2015-12-16,30019.3127945205
2015-12-17,30019.3127945205
2015-12-18,30019.3127945205
2015-12-19,30019.3127945205
2015-12-20,30019.3127945205
2015-12-21,30019.3127945205
2015-12-22,30019.3127945205
2015-12-23,30019.3127945205
2015-12-24,30019.3127945205
2015-12-25,30019.3127945205
2015-12-26,30019.3127945205
2015-12-27,30019.3127945205
2015-12-28,30019.3127945205
2015-12-29,30019.3127945205
2015-12-30,30019.3127945205
2015-12-31,30019.3127945205
2016-01-01,31416.6394808743
2016-01-02,31416.6394808743
2016-01-03,31416.6394808743
2016-01-04,31416.6394808743
2016-01-05,31416.6394808743
2016-01-06,31416.6394808743
2016-01-07,31416.6394808743
2016-01-08,31416.6394808743
2016-01-09,31416.6394808743
2016-01-10,31416.6394808743
2016-01-11,31416.6394808743
2016-01-12,31416.6394808743
2016-01-13,31416.6394808743
2016-01-14,31416.6394808743
2016-01-15,31416.6394808743
2016-01-16,31416.6394808743
2016-01-17,31416.6394808743
2016-01-18,31416.6394808743
2016-01-19,31416.6394808743
2016-01-20,31416.6394808743
2016-01-21,31416.6394808743
2016-01-22,31416.6394808743
2016-01-23,31416.6394808743
2016-01-24,31416.6394808743
2016-01-25,31416.6394808743
2016-01-26,31416.6394808743
2016-01-27,31416.6394808743
2016-01-28,31416.6394808743
2016-01-29,31416.6394808743
2016-01-30,31416.6394808743
2016-01-31,31416.6394808743
2016-02-01,31416.6394808743
2016-02-02,31416.6394808743
2016-02-03,31416.6394808743
2016-02-04,31416.6394808743
2016-02-05,31416.6394808743
2016-02-06,31416.6394808743
2016-02-07,31416.6394808743
2016-02-08,31416.6394808743
2016-02-09,31416.6394808743
2016-02-10,31416.6394808743
2016-02-11,31416.6394808743
2016-02-12,31416.6394808743
2016-02-13,31416.6394808743
2016-02-14,31416.6394808743
2016-02-15,31416.6394808743
2016-02-16,31416.6394808743
2016-02-17,31416.6394808743
2016-02-18,31416.6394808743
2016-02-19,31416.6394808743
2016-02-20,31416.6394808743
2016-02-21,31416.6394808743
2016-02-22,31416.6394808743
2016-02-23,31416.6394808743
2016-02-24,31416.6394808743
2016-02-25,31416.6394808743
2016-02-26,31416.6394808743
2016-02-27,31416.6394808743
2016-02-28,31416.6394808743
2016-02-29,31416.6394808743
2016-03-01,31416.6394808743
2016-03-02,31416.6394808743
2016-03-03,31416.6394808743
2016-03-04,31416.6394808743
2016-03-05,31416.6394808743
2016-03-06,31416.6394808743
2016-03-07,31416.6394808743
2016-03-08,31416.6394808743
2016-03-09,31416.6394808743
2016-03-10,31416.6394808743
2016-03-11,31416.6394808743
2016-03-12,31416.6394808743
2016-03-13,31416.6394808743
2016-03-14,31416.6394808743
2016-03-15,31416.6394808743
2016-03-16,31416.6394808743
2016-03-17,31416.6394808743
2016-03-18,31416.6394808743
2016-03-19,31416.6394808743
2016-03-20,31416.6394808743
2016-03-21,31416.6394808743
2016-03-22,31416.6394808743
2016-03-23,31416.6394808743
2016-03-24,31416.6394808743
2016-03-25,31416.6394808743
2016-03-26,31416.6394808743
2016-03-27,31416.6394808743
2016-03-28,31416.6394808743
2016-03-29,31416.6394808743
2016-03-30,31416.6394808743
2016-03-31,31416.6394808743
2016-04-01,31416.6394808743
2016-04-02,31416.6394808743
2016-04-03,31416.6394808743
2016-04-04,31416.6394808743
2016-04-05,31416.6394808743
2016-04-06,31416.6394808743
2016-04-07,31416.6394808743
2016-04-08,31416.6394808743
2016-04-09,31416.6394808743
2016-04-10,31416.6394808743
2016-04-11,31416.6394808743
2016-04-12,31416.6394808743
2016-04-13,31416.6394808743
2016-04-14,31416.6394808743
2016-04-15,31416.6394808743
2016-04-16,31416.6394808743
2016-04-17,31416.6394808743
2016-04-18,31416.6394808743
2016-04-19,31416.6394808743
2016-04-20,31416.6394808743
2016-04-21,31416.6394808743
2016-04-22,31416.6394808743
2016-04-23,31416.6394808743
2016-04-24,31416.6394808743
2016-04-25,31416.6394808743
2016-04-26,31416.6394808743
2016-04-27,31416.6394808743
2016-04-28,31416.6394808743
2016-04-29,31416.6394808743
2016-04-30,31416.6394808743
2016-05-01,31416.6394808743
2016-05-02,31416.6394808743
2016-05-03,31416.6394808743
2016-05-04,31416.6394808743
2016-05-05,31416.6394808743
2016-05-06,31416.6394808743
2016-05-07,31416.6394808743
2016-05-08,31416.6394808743
2016-05-09,31416.6394808743
2016-05-10,31416.6394808743
2016-05-11,31416.6394808743
2016-05-12,31416.6394808743
2016-05-13,31416.6394808743
2016-05-14,31416.6394808743
2016-05-15,31416.6394808743
2016-05-16,31416.6394808743
2016-05-17,31416.6394808743
2016-05-18,31416.6394808743
2016-05-19,31416.6394808743
2016-05-20,31416.6394808743
2016-05-21,31416.6394808743
2016-05-22,31416.6394808743
2016-05-23,31416.6394808743
2016-05-24,31416.6394808743
2016-05-25,31416.6394808743
2016-05-26,31416.6394808743
2016-05-27,31416.6394808743
2016-05-28,31416.6394808743
2016-05-29,31416.6394808743
2016-05-30,31416.6394808743
2016-05-31,31416.6394808743
2016-06-01,31416.6394808743
2016-06-02,31416.6394808743
2016-06-03,31416.6394808743
2016-06-04,31416.6394808743
2016-06-05,31416.6394808743
2016-06-06,31416.6394808743
2016-06-07,31416.6394808743
2016-06-08,31416.6394808743
2016-06-09,31416.6394808743
2016-06-10,31416.6394808743
2016-06-11,31416.6394808743
2016-06-12,31416.6394808743
2016-06-13,31416.6394808743
2016-06-14,31416.6394808743
2016-06-15,31416.6394808743
2016-06-16,31416.6394808743
2016-06-17,31416.6394808743
2016-06-18,31416.6394808743
2016-06-19,31416.6394808743
2016-06-20,31416.6394808743
2016-06-21,31416.6394808743
2016-06-22,31416.6394808743
2016-06-23,31416.6394808743
2016-06-24,31416.6394808743
2016-06-25,31416.6394808743
2016-06-26,31416.6394808743
2016-06-27,31416.6394808743
2016-06-28,31416.6394808743
2016-06-29,31416.6394808743
2016-06-30,31416.6394808743
2016-07-01,31416.6394808743
2016-07-02,31416.6394808743
2016-07-03,31416.6394808743
2016-07-04,31416.6394808743
2016-07-05,31416.6394808743
2016-07-06,31416.6394808743
2016-07-07,31416.6394808743
2016-07-08,31416.6394808743
2016-07-09,31416.6394808743
2016-07-10,31416.6394808743
2016-07-11,31416.6394808743
2016-07-12,31416.6394808743
2016-07-13,31416.6394808743
2016-07-14,31416.6394808743
2016-07-15,31416.6394808743
2016-07-16,31416.6394808743
2016-07-17,31416.6394808743
2016-07-18,31416.6394808743
2016-07-19,31416.6394808743
2016-07-20,31416.6394808743
2016-07-21,31416.6394808743
2016-07-22,31416.6394808743
2016-07-23,31416.6394808743
2016-07-24,31416.6394808743
2016-07-25,31416.6394808743
2016-07-26,31416.6394808743
2016-07-27,31416.6394808743
2016-07-28,31416.6394808743
2016-07-29,31416.6394808743
2016-07-30,31416.6394808743
2016-07-31,31416.6394808743
2016-08-01,31416.6394808743
2016-08-02,31416.6394808743
2016-08-03,31416.6394808743
2016-08-04,31416.6394808743
2016-08-05,31416.6394808743
2016-08-06,31416.6394808743
2016-08-07,31416.6394808743
2016-08-08,31416.6394808743
2016-08-09,31416.6394808743
2016-08-10,31416.6394808743
2016-08-11,31416.6394808743
2016-08-12,31416.6394808743
2016-08-13,31416.6394808743
2016-08-14,31416.6394808743
2016-08-15,31416.6394808743
2016-08-16,31416.6394808743
2016-08-17,31416.6394808743
2016-08-18,31416.6394808743
2016-08-19,31416.6394808743
2016-08-20,31416.6394808743
2016-08-21,31416.6394808743
2016-08-22,31416.6394808743
2016-08-23,31416.6394808743
2016-08-24,31416.6394808743
2016-08-25,31416.6394808743
2016-08-26,31416.6394808743
2016-08-27,31416.6394808743
2016-08-28,31416.6394808743
2016-08-29,31416.6394808743
2016-08-30,31416.6394808743
2016-08-31,31416.6394808743
2016-09-01,31416.6394808743
2016-09-02,31416.6394808743
2016-09-03,31416.6394808743
2016-09-04,31416.6394808743
2016-09-05,31416.6394808743
2016-09-06,31416.6394808743
2016-09-07,31416.6394808743
2016-09-08,31416.6394808743
2016-09-09,31416.6394808743
2016-09-10,31416.6394808743
2016-09-11,31416.6394808743
2016-09-12,31416.6394808743
2016-09-13,31416.6394808743
2016-09-14,31416.6394808743
2016-09-15,31416.6394808743
2016-09-16,31416.6394808743
2016-09-17,31416.6394808743
2016-09-18,31416.6394808743
2016-09-19,31416.6394808743
2016-09-20,31416.6394808743
2016-09-21,31416.6394808743
2016-09-22,31416.6394808743
2016-09-23,31416.6394808743
2016-09-24,31416.6394808743
2016-09-25,31416.6394808743
2016-09-26,31416.6394808743
2016-09-27,31416.6394808743
2016-09-28,31416.6394808743
2016-09-29,31416.6394808743
2016-09-30,31416.6394808743
2016-10-01,31416.6394808743
2016-10-02,31416.6394808743
2016-10-03,31416.6394808743
2016-10-04,31416.6394808743
2016-10-05,31416.6394808743
2016-10-06,31416.6394808743
2016-10-07,31416.6394808743
2016-10-08,31416.6394808743
2016-10-09,31416.6394808743
2016-10-10,31416.6394808743
2016-10-11,31416.6394808743
2016-10-12,31416.6394808743
2016-10-13,31416.6394808743
2016-10-14,31416.6394808743
2016-10-15,31416.6394808743
2016-10-16,31416.6394808743
2016-10-17,31416.6394808743
2016-10-18,31416.6394808743
2016-10-19,31416.6394808743
2016-10-20,31416.6394808743
2016-10-21,31416.6394808743
2016-10-22,31416.6394808743
2016-10-23,31416.6394808743
2016-10-24,31416.6394808743
2016-10-25,31416.6394808743
2016-10-26,31416.6394808743
2016-10-27,31416.6394808743
2016-10-28,31416.6394808743
2016-10-29,31416.6394808743
2016-10-30,31416.6394808743
2016-10-31,31416.6394808743
2016-11-01,31416.6394808743
2016-11-02,31416.6394808743
2016-11-03,31416.6394808743
2016-11-04,31416.6394808743
2016-11-05,31416.6394808743
2016-11-06,31416.6394808743
2016-11-07,31416.6394808743
2016-11-08,31416.6394808743
2016-11-09,31416.6394808743
2016-11-10,31416.6394808743
2016-11-11,31416.6394808743
2016-11-12,31416.6394808743
2016-11-13,31416.6394808743
2016-11-14,31416.6394808743
2016-11-15,31416.6394808743
2016-11-16,31416.6394808743
2016-11-17,31416.6394808743
2016-11-18,31416.6394808743
2016-11-19,31416.6394808743
2016-11-20,31416.6394808743
2016-11-21,31416.6394808743
2016-11-22,31416.6394808743
2016-11-23,31416.6394808743
2016-11-24,31416.6394808743
2016-11-25,31416.6394808743
2016-11-26,31416.6394808743
2016-11-27,31416.6394808743
2016-11-28,31416.6394808743
2016-11-29,31416.6394808743
2016-11-30,31416.6394808743
2016-12-01,31416.6394808743
2016-12-02,31416.6394808743
2016-12-03,31416.6394808743
2016-12-04,31416.6394808743
2016-12-05,31416.6394808743
2016-12-06,31416.6394808743
2016-12-07,31416.6394808743
2016-12-08,31416.6394808743
2016-12-09,31416.6394808743
2016-12-10,31416.6394808743
2016-12-12,31416.6394808743
2016-12-13,31416.6394808743
2016-12-14,31416.6394808743
2016-12-15,31416.6394808743
2016-12-16,31416.6394808743
2016-12-17,31416.6394808743
2016-12-18,31416.6394808743
2016-12-19,31416.6394808743
2016-12-20,31416.6394808743
2016-12-21,31416.6394808743
2016-12-22,31416.6394808743
2016-12-23,31416.6394808743
2016-12-24,31416.6394808743
2016-12-25,31416.6394808743
2016-12-26,31416.6394808743
2016-12-27,31416.6394808743
2016-12-28,31416.6394808743
2016-12-29,31416.6394808743
2016-12-30,31416.6394808743
2016-12-31,31416.6394808743
2017-01-01,30755.094
2017-01-02,30755.094
2017-01-03,30755.094
2017-01-04,30755.094
2017-01-05,30755.094
2017-01-06,30755.094
2017-01-07,30755.094
2017-01-08,30755.094
2017-01-09,30755.094
2017-01-10,30755.094
2017-01-11,30755.094
2017-01-12,30755.094
2017-01-13,30755.094
2017-01-14,30755.094
2017-01-15,30755.094
2017-01-16,30755.094
2017-01-17,30755.094
2017-01-18,30755.094
2017-01-19,30755.094
2017-01-20,30755.094
2017-01-21,30755.094
2017-01-22,30755.094
2017-01-23,30755.094
2017-01-24,30755.094
2017-01-25,30755.094
2017-01-26,30755.094
2017-01-27,30755.094
2017-01-28,30755.094
2017-01-29,30755.094
2017-01-30,30755.094
2017-01-31,30755.094
2017-02-01,30755.094
2017-02-02,30755.094
2017-02-03,30755.094
2017-02-04,30755.094
2017-02-05,30755.094
2017-02-06,30755.094
2017-02-07,30755.094
2017-02-08,30755.094
2017-02-09,30755.094
2017-02-10,30755.094
2017-02-11,30755.094
2017-02-12,30755.094
2017-02-13,30755.094
2017-02-14,30755.094
2017-02-15,30755.094
2017-02-16,30755.094
2017-02-17,30755.094
2017-02-18,30755.094
2017-02-19,30755.094
2017-02-20,30755.094
2017-02-21,30755.094
2017-02-22,30755.094
2017-02-23,30755.094
2017-02-24,30755.094
2017-02-25,30755.094
2017-02-26,30755.094
2017-02-27,30755.094
2017-02-28,30755.094
2017-03-01,30755.094
2017-03-02,30755.094
2017-03-03,30755.094
2017-03-04,30755.094
2017-03-05,30755.094
2017-03-06,30755.094
2017-03-07,30755.094
2017-03-08,30755.094
2017-03-09,30755.094
2017-03-10,30755.094
2017-03-11,30755.094
2017-03-12,30755.094
2017-03-13,30755.094
2017-03-14,30755.094
2017-03-15,30755.094
2017-03-16,30755.094
2017-03-17,30755.094
2017-03-18,30755.094
2017-03-19,30755.094
2017-03-20,30755.094
2017-03-21,30755.094
2017-03-22,30755.094
2017-03-23,30755.094
2017-03-24,30755.094
2017-03-25,30755.094
2017-03-26,30755.094
2017-03-27,30755.094
2017-03-28,30755.094
2017-03-29,30755.094
2017-03-30,30755.094
2017-03-31,30755.094
2017-04-01,30755.094
2017-04-02,30755.094
2017-04-03,30755.094
2017-04-04,30755.094
2017-04-05,30755.094
2017-04-06,30755.094
2017-04-07,30755.094
2017-04-08,30755.094
2017-04-09,30755.094
2017-04-10,30755.094
2017-04-11,30755.094
2017-04-12,30755.094
2017-04-13,30755.094
2017-04-14,30755.094
2017-04-15,30755.094
2017-04-16,30755.094
2017-04-17,30755.094
2017-04-18,30755.094
2017-04-19,30755.094
2017-04-20,30755.094
2017-04-21,30755.094
2017-04-22,30755.094
2017-04-23,30755.094
2017-04-24,30755.094
2017-04-25,30755.094
2017-04-26,30755.094
2017-04-27,30755.094
2017-04-28,30755.094
2017-04-29,30755.094
2017-04-30,30755.094
2017-05-01,30755.094
2017-05-02,30755.094
2017-05-03,30755.094
2017-05-04,30755.094
2017-05-05,30755.094
2017-05-06,30755.094
2017-05-07,30755.094
2017-05-08,30755.094
2017-05-09,30755.094
2017-05-10,30755.094
2017-05-11,30755.094
2017-05-12,30755.094
2017-05-13,30755.094
2017-05-14,30755.094
2017-05-15,30755.094
2017-05-16,30755.094
2017-05-17,30755.094
2017-05-18,30755.094
2017-05-19,30755.094
2017-05-20,30755.094
2017-05-21,30755.094
2017-05-22,30755.094
2017-05-23,30755.094
2017-05-24,30755.094
2017-05-25,30755.094
2017-05-26,30755.094
2017-05-27,30755.094
2017-05-28,30755.094
2017-05-29,30755.094
2017-05-30,30755.094
2017-05-31,30755.094
2017-06-01,30755.094
2017-06-02,30755.094
2017-06-03,30755.094
2017-06-04,30755.094
2017-06-05,30755.094
2017-06-06,30755.094
2017-06-07,30755.094
2017-06-08,30755.094
2017-06-09,30755.094
2017-06-10,30755.094
2017-06-11,30755.094
2017-06-12,30755.094
2017-06-13,30755.094
2017-06-14,30755.094
2017-06-15,30755.094
2017-06-16,30755.094
2017-06-17,30755.094
2017-06-18,30755.094
2017-06-19,30755.094
2017-06-20,30755.094
2017-06-21,30755.094
2017-06-22,30755.094
2017-06-23,30755.094
2017-06-24,30755.094
2017-06-25,30755.094
2017-06-26,30755.094
2017-06-27,30755.094
2017-06-28,30755.094
2017-06-29,30755.094
2017-06-30,30755.094
2017-07-01,30755.094
2017-07-02,30755.094
2017-07-03,30755.094
2017-07-04,30755.094
2017-07-05,30755.094
2017-07-06,30755.094
2017-07-07,30755.094
2017-07-08,30755.094
2017-07-09,30755.094
2017-07-10,30755.094
2017-07-11,30755.094
2017-07-12,30755.094
2017-07-13,30755.094
2017-07-14,30755.094
2017-07-15,30755.094
2017-07-16,30755.094
2017-07-17,30755.094
2017-07-18,30755.094
2017-07-19,30755.094
2017-07-20,30755.094
2017-07-21,30755.094
2017-07-22,30755.094
2017-07-23,30755.094
2017-07-24,30755.094
2017-07-25,30755.094
2017-07-26,30755.094
2017-07-27,30755.094
2017-07-28,30755.094
2017-07-29,30755.094
2017-07-30,30755.094
2017-07-31,30755.094
2017-08-01,30755.094
2017-08-02,30755.094
2017-08-03,30755.094
2017-08-04,30755.094
2017-08-05,30755.094
2017-08-06,30755.094
2017-08-07,30755.094
2017-08-08,30755.094
2017-08-09,30755.094
2017-08-10,30755.094
2017-08-11,30755.094
2017-08-12,30755.094
2017-08-13,30755.094
2017-08-14,30755.094
2017-08-15,30755.094
2017-08-16,30755.094
2017-08-17,30755.094
2017-08-18,30755.094
2017-08-19,30755.094
2017-08-20,30755.094
2017-08-21,30755.094
2017-08-22,30755.094
2017-08-23,30755.094
2017-08-24,30755.094
2017-08-25,30755.094
2017-08-26,30755.094
2017-08-27,30755.094
2017-08-28,30755.094
2017-08-29,30755.094
2017-08-30,30755.094
2017-08-31,30755.094
2017-09-01,30755.094
2017-09-02,30755.094
2017-09-03,30755.094
2017-09-04,30755.094
2017-09-05,30755.094
2017-09-06,30755.094
2017-09-07,30755.094
2017-09-08,30755.094
2017-09-09,30755.094
2017-09-10,30755.094
2017-09-11,30755.094
2017-09-12,30755.094
2017-09-13,30755.094
2017-09-14,30755.094
2017-09-15,30755.094
2017-09-16,30755.094
2017-09-17,30755.094
2017-09-18,30755.094
2017-09-19,30755.094
2017-09-20,30755.094
2017-09-21,30755.094
2017-09-22,30755.094
2017-09-23,30755.094
2017-09-24,30755.094
2017-09-25,30755.094
2017-09-26,30755.094
2017-09-27,30755.094
2017-09-28,30755.094
2017-09-29,30755.094
2017-09-30,30755.094
2017-10-01,30755.094
2017-10-02,30755.094
2017-10-03,30755.094
2017-10-06,30755.094
2017-10-07,30755.094
2017-10-08,30755.094
2017-10-09,30755.094
2017-10-10,30755.094
2017-10-11,30755.094
2017-10-12,30755.094
2017-10-13,30755.094
2017-10-14,30755.094
2017-10-15,30755.094
2017-10-16,30755.094
2017-10-17,30755.094
2017-10-18,30755.094
2017-10-19,30755.094
2017-10-20,30755.094
2017-10-21,30755.094
2017-10-22,30755.094
2017-10-23,30755.094
2017-10-24,30755.094
2017-10-25,30755.094
2017-10-26,30755.094
2017-10-27,30755.094
2017-10-28,30755.094
2017-10-29,30755.094
2017-10-30,30755.094
2017-10-31,30755.094
2017-11-01,30755.094
2017-11-02,30755.094
2017-11-03,30755.094
2017-11-04,30755.094
2017-11-05,30755.094
2017-11-06,30755.094
2017-11-07,30755.094
2017-11-08,30755.094
2017-11-09,30755.094
2017-11-10,30755.094
2017-11-11,30755.094
2017-11-12,30755.094
2017-11-13,30755.094
2017-11-14,30755.094
2017-11-15,30755.094
2017-11-16,30755.094
2017-11-17,30755.094
2017-11-18,30755.094
2017-11-19,30755.094
2017-11-20,30755.094
2017-11-21,30755.094
2017-11-22,30755.094
2017-11-23,30755.094
2017-11-24,30755.094
2017-11-25,30755.094
2017-11-26,30755.094
2017-11-27,30755.094
2017-11-28,30755.094
2017-11-29,30755.094
2017-11-30,30755.094
2017-12-01,30755.094
2017-12-02,30755.094
2017-12-03,30755.094
2017-12-04,30755.094
2017-12-05,30755.094
2017-12-06,30755.094
2017-12-07,30755.094
2017-12-08,30755.094
2017-12-09,30755.094
2017-12-10,30755.094
2017-12-11,30755.094
2017-12-12,30755.094
2017-12-13,30755.094
2017-12-14,30755.094
2017-12-15,30755.094
2017-12-16,30755.094
2017-12-17,30755.094
2017-12-18,30755.094
2017-12-19,30755.094
2017-12-20,30755.094
2017-12-21,30755.094
2017-12-22,30755.094
2017-12-23,30755.094
2017-12-24,30755.094
2017-12-25,30755.094
2017-12-26,30755.094
2017-12-27,30755.094
2017-12-28,30755.094
2017-12-29,30755.094
2017-12-30,30755.094
2017-12-31,30755.094
2018-01-01,30082.0086849315
2018-01-02,30082.0086849315
2018-01-03,30082.0086849315
2018-01-04,30082.0086849315
2018-01-05,30082.0086849315
2018-01-06,30082.0086849315
2018-01-07,30082.0086849315
2018-01-08,30082.0086849315
2018-01-09,30082.0086849315
2018-01-10,30082.0086849315
2018-01-11,30082.0086849315
2018-01-12,30082.0086849315
2018-01-13,30082.0086849315
2018-01-14,30082.0086849315
2018-01-15,30082.0086849315
2018-01-16,30082.0086849315
2018-01-17,30082.0086849315
2018-01-18,30082.0086849315
2018-01-19,30082.0086849315
2018-01-20,30082.0086849315
2018-01-21,30082.0086849315
2018-01-22,30082.0086849315
2018-01-23,30082.0086849315
2018-01-24,30082.0086849315
2018-01-25,30082.0086849315
2018-01-26,30082.0086849315
2018-01-27,30082.0086849315
2018-01-28,30082.0086849315
2018-01-29,30082.0086849315
2018-01-30,30082.0086849315
2018-01-31,30082.0086849315
2018-02-01,30082.0086849315
2018-02-02,30082.0086849315
2018-02-03,30082.0086849315
2018-02-04,30082.0086849315
2018-02-05,30082.0086849315
2018-02-06,30082.0086849315
2018-02-07,30082.0086849315
2018-02-08,30082.0086849315
2018-02-09,30082.0086849315
2018-02-10,30082.0086849315
2018-02-11,30082.0086849315
2018-02-12,30082.0086849315
2018-02-13,30082.0086849315
2018-02-14,30082.0086849315
2018-02-15,30082.0086849315
2018-02-16,30082.0086849315
2018-02-17,30082.0086849315
2018-02-18,30082.0086849315
2018-02-19,30082.0086849315
2018-02-20,30082.0086849315
2018-02-21,30082.0086849315
2018-02-22,30082.0086849315
2018-02-23,30082.0086849315
2018-02-24,30082.0086849315
2018-02-25,30082.0086849315
2018-02-26,30082.0086849315
2018-02-27,30082.0086849315
2018-02-28,30082.0086849315
2018-03-01,30082.0086849315
2018-03-02,30082.0086849315
2018-03-03,30082.0086849315
2018-03-04,30082.0086849315
2018-03-05,30082.0086849315
2018-03-06,30082.0086849315
2018-03-07,30082.0086849315
2018-03-08,30082.0086849315
2018-03-09,30082.0086849315
2018-03-10,30082.0086849315
2018-03-11,30082.0086849315
2018-03-12,30082.0086849315
2018-03-13,30082.0086849315
2018-03-14,30082.0086849315
2018-03-15,30082.0086849315
2018-03-16,30082.0086849315
2018-03-17,30082.0086849315
2018-03-18,30082.0086849315
2018-03-19,30082.0086849315
2018-03-20,30082.0086849315
2018-03-21,30082.0086849315
2018-03-22,30082.0086849315
2018-03-23,30082.0086849315
2018-03-24,30082.0086849315
2018-03-25,30082.0086849315
2018-03-26,30082.0086849315
2018-03-27,30082.0086849315
2018-03-28,30082.0086849315
2018-03-29,30082.0086849315
2018-03-30,30082.0086849315
2018-03-31,30082.0086849315
2018-04-01,30082.0086849315
2018-04-02,30082.0086849315
2018-04-03,30082.0086849315
2018-04-04,30082.0086849315
2018-04-05,30082.0086849315
2018-04-06,30082.0086849315
2018-04-07,30082.0086849315
2018-04-08,30082.0086849315
2018-04-09,30082.0086849315
2018-04-10,30082.0086849315
2018-04-11,30082.0086849315
2018-04-12,30082.0086849315
2018-04-13,30082.0086849315
2018-04-14,30082.0086849315
2018-04-15,30082.0086849315
2018-04-16,30082.0086849315
2018-04-17,30082.0086849315
2018-04-18,30082.0086849315
2018-04-19,30082.0086849315
2018-04-20,30082.0086849315
2018-04-21,30082.0086849315
2018-04-22,30082.0086849315
2018-04-23,30082.0086849315
2018-04-24,30082.0086849315
2018-04-25,30082.0086849315
2018-04-26,30082.0086849315
2018-04-27,30082.0086849315
2018-04-28,30082.0086849315
2018-04-29,30082.0086849315
2018-04-30,30082.0086849315
2018-05-01,30082.0086849315
2018-05-02,30082.0086849315
2018-05-03,30082.0086849315
2018-05-04,30082.0086849315
2018-05-05,30082.0086849315
2018-05-06,30082.0086849315
2018-05-07,30082.0086849315
2018-05-08,30082.0086849315
2018-05-09,30082.0086849315
2018-05-10,30082.0086849315
2018-05-11,30082.0086849315
2018-05-12,30082.0086849315
2018-05-13,30082.0086849315
2018-05-14,30082.0086849315
2018-05-15,30082.0086849315
2018-05-16,30082.0086849315
2018-05-17,30082.0086849315
2018-05-18,30082.0086849315
2018-05-19,30082.0086849315
2018-05-20,30082.0086849315
2018-05-21,30082.0086849315
2018-05-22,30082.0086849315
2018-05-23,30082.0086849315
2018-05-24,30082.0086849315
2018-05-25,30082.0086849315
2018-05-26,30082.0086849315
2018-05-27,30082.0086849315
2018-05-28,30082.0086849315
2018-05-29,30082.0086849315
2018-05-30,30082.0086849315
2018-05-31,30082.0086849315
2018-06-01,30082.0086849315
2018-06-02,30082.0086849315
2018-06-03,30082.0086849315
2018-06-04,30082.0086849315
2018-06-05,30082.0086849315
2018-06-06,30082.0086849315
2018-06-07,30082.0086849315
2018-06-08,30082.0086849315
2018-06-09,30082.0086849315
2018-06-10,30082.0086849315
2018-06-11,30082.0086849315
2018-06-12,30082.0086849315
2018-06-13,30082.0086849315
2018-06-14,30082.0086849315
2018-06-15,30082.0086849315
2018-06-16,30082.0086849315
2018-06-17,30082.0086849315
2018-06-18,30082.0086849315
2018-06-19,30082.0086849315
2018-06-20,30082.0086849315
2018-06-21,30082.0086849315
2018-06-22,30082.0086849315
2018-06-23,30082.0086849315
2018-06-24,30082.0086849315
2018-06-25,30082.0086849315
2018-06-26,30082.0086849315
2018-06-27,30082.0086849315
2018-06-28,30082.0086849315
2018-06-29,30082.0086849315
2018-06-30,30082.0086849315
2018-07-01,30082.0086849315
2018-07-02,30082.0086849315
2018-07-03,30082.0086849315
2018-07-04,30082.0086849315
2018-07-05,30082.0086849315
2018-07-06,30082.0086849315
2018-07-07,30082.0086849315
2018-07-08,30082.0086849315
2018-07-09,30082.0086849315
2018-07-10,30082.0086849315
2018-07-11,30082.0086849315
2018-07-12,30082.0086849315
2018-07-13,30082.0086849315
2018-07-14,30082.0086849315
2018-07-15,30082.0086849315
2018-07-16,30082.0086849315
2018-07-17,30082.0086849315
2018-07-18,30082.0086849315
2018-07-19,30082.0086849315
2018-07-20,30082.0086849315
2018-07-21,30082.0086849315
2018-07-22,30082.0086849315
2018-07-23,30082.0086849315
2018-07-24,30082.0086849315
2018-07-25,30082.0086849315
2018-07-26,30082.0086849315
2018-07-27,30082.0086849315
2018-07-28,30082.0086849315
2018-07-29,30082.0086849315
2018-07-30,30082.0086849315
2018-07-31,30082.0086849315
2018-08-01,30082.0086849315
2018-08-02,30082.0086849315
2018-08-03,30082.0086849315
2018-08-04,30082.0086849315
2018-08-05,30082.0086849315
2018-08-06,30082.0086849315
2018-08-07,30082.0086849315
2018-08-08,30082.0086849315
2018-08-09,30082.0086849315
2018-08-10,30082.0086849315
2018-08-11,30082.0086849315
2018-08-12,30082.0086849315
2018-08-13,30082.0086849315
2018-08-14,30082.0086849315
2018-08-15,30082.0086849315
2018-08-16,30082.0086849315
2018-08-17,30082.0086849315
2018-08-18,30082.0086849315
2018-08-19,30082.0086849315
