pas_faehrverkehr_absolut,pas_ausflugsverkehr_absolut,pas_kreuzfahrt_absolut,Datum
4319.775342465753,153.34520547945206,995.8246575342466,2013-09-28
4319.775342465753,153.34520547945206,995.8246575342466,2013-09-29
4319.775342465753,153.34520547945206,995.8246575342466,2013-09-30
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-01
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-02
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-03
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-04
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-05
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-06
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-07
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-08
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-09
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-10
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-11
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-12
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-13
4319.775342465753,153.34520547945206,995.8246575342466,2013-10-14
