Datum,avg_Ankuenfte_ins_absolut,avg_uebernachtungen_ins_absolut
2017-09-06,1160.6,2370.633333333333
2017-09-07,1160.6,2370.633333333333
2017-09-08,1160.6,2370.633333333333
2017-09-09,1160.6,2370.633333333333
2017-09-10,1160.6,2370.633333333333
2017-09-11,1160.6,2370.633333333333
2017-09-12,1160.6,2370.633333333333
2017-09-13,1160.6,2370.633333333333
2017-09-14,1160.6,2370.633333333333
2017-09-15,1160.6,2370.633333333333
2017-09-16,1160.6,2370.633333333333
2017-09-17,1160.6,2370.633333333333
2017-09-18,1160.6,2370.633333333333
2017-09-19,1160.6,2370.633333333333
2017-09-20,1160.6,2370.633333333333
2017-09-21,1160.6,2370.633333333333
2017-09-22,1160.6,2370.633333333333
2017-09-23,1160.6,2370.633333333333
2017-09-24,1160.6,2370.633333333333
2017-09-25,1160.6,2370.633333333333
2017-09-26,1160.6,2370.633333333333
2017-09-27,1160.6,2370.633333333333
2017-09-28,1160.6,2370.633333333333
2017-09-29,1160.6,2370.633333333333
2017-09-30,1160.6,2370.633333333333
2017-10-01,882.0,1913.1612903225807
2017-10-02,882.0,1913.1612903225807
2017-10-03,882.0,1913.1612903225807
2017-10-04,882.0,1913.1612903225807
2017-10-05,882.0,1913.1612903225807
2017-10-06,882.0,1913.1612903225807
2017-10-07,882.0,1913.1612903225807
2017-10-08,882.0,1913.1612903225807
2017-10-09,882.0,1913.1612903225807
2017-10-10,882.0,1913.1612903225807
2017-10-11,882.0,1913.1612903225807
2017-10-12,882.0,1913.1612903225807
2017-10-13,882.0,1913.1612903225807
2017-10-14,882.0,1913.1612903225807
2017-10-15,882.0,1913.1612903225807
2017-10-16,882.0,1913.1612903225807
2017-10-17,882.0,1913.1612903225807
2017-10-18,882.0,1913.1612903225807
2017-10-19,882.0,1913.1612903225807
2017-10-20,882.0,1913.1612903225807
2017-10-21,882.0,1913.1612903225807
2017-10-22,882.0,1913.1612903225807
2017-10-23,882.0,1913.1612903225807
2017-10-24,882.0,1913.1612903225807
2017-10-25,882.0,1913.1612903225807
2017-10-26,882.0,1913.1612903225807
2017-10-27,882.0,1913.1612903225807
2017-10-28,882.0,1913.1612903225807
2017-10-29,882.0,1913.1612903225807
2017-10-30,882.0,1913.1612903225807
2017-10-31,882.0,1913.1612903225807
2017-11-01,867.3333333333334,1837.4333333333334
2017-11-02,867.3333333333334,1837.4333333333334
2017-11-03,867.3333333333334,1837.4333333333334
2017-11-04,867.3333333333334,1837.4333333333334
2017-11-05,867.3333333333334,1837.4333333333334
2017-11-06,867.3333333333334,1837.4333333333334
2017-11-07,867.3333333333334,1837.4333333333334
2017-11-08,867.3333333333334,1837.4333333333334
2017-11-09,867.3333333333334,1837.4333333333334
2017-11-10,867.3333333333334,1837.4333333333334
2017-11-11,867.3333333333334,1837.4333333333334
